Label,Contents,Status
1,waspada orang ramai nasihat peka cuaca ambil langkah jaga hujan lebat angin kencang sebab rumah rosak pokok tumbang arah pusat operasi cuaca geofizik nasional jabat meteorologi malaysia metmalaysia dr mohd hisham mohd anip orang ramai elak letak kenderaan kawasan pokok papan tanda street signboard papan iklan billboard rana mungkin tumbang cuaca buruk jadi hujan lebat angin kencang ekor bentuk awan kumulonimbus kerap laku negara iklim tropika malaysia sumber utama bentuk hujan ribut petir sebab arus olak kuat awan dr mohd hisham akibat hujan lebat angin kencang kadang-kala hasil hujan air batu orang ramai peka cuaca rana angin dihasikan cecah kilometer jam laju angin jarang laku sumber berita hari utu malaysia astro awan,Fake
1,jelas menteri angkut anthony loke jelas dakwa bahawa kecuali kurang bayar kompaun saman keluar salah sistem selamat dar automatik awas sepertimana hangat kata menteri angkut anthony loketiada kecuali kurang bayar kompaun saman keluar salah sistem selamat dar automatik awas september orang kena saman ok tempoh kompaun kadar kompaun rm mata derit kena kompaun bayar ok selesai kompaun tetap kes ok dakwa mahkamah ok gagal hadir mahkamah hendak senarai hitam halang jua transaksi urusniaga jabat angkut jalan jpj sehingga kes selesai sumber astro awan,Fake
1,waspada orang ramai nasihat daya tawar ganjar ahli baucar beli belah hadiah konon tawar suruhanjaya komunikasi multimedia malaysia mcmc tawar ganjar ahli palsu suruhanjaya komunikasi multimedia malaysia mcmc tawar baucar hadiah sepertimana orang ramai daya tawar cubaan tipu guna orang ramai lapor sebarang tawar curiga terima talus mcmc talus adu faksimili whatsapp emel aduanskmm gov my laman web sumber facebook rasmi mcmc,Fake
1,jelas raja johor jelas dakwa bahawa projek forest city sumbang bangun johor negara bawa masuk orang asing milik hartanah kawasan menteri johor datuk osman sapi nafi projek forest city sumbang bangun johor negara rm juta terima raja negeri cukai premium tanah bayar dividen rm juta projek forest city raja sekutu terima cukai rm juta cukai korporat yuran levi duduk warga asing tinggal forest city anggar rujuk warga asing china sahaja duduk tempat lancong profesional ajar tempoh projek selesai osman tambah maju projek country garden pacificview sdn bhd cgpv anugerah kontrak nila rm bilion kontraktor tempat kerja tempat kerja bayar cukai dapat rm juta sumber utu malaysia sinar hari,Fake
1,jelas jabat latih khidmat negara jelas lapor bahawa program latih khidmat negara plkn dimansuhkan sepertimana hangat kata nyata jabat latih khidmat negara maklum program latih khidmat negara dimansuhkan urus ambil latih tamat jabat latih khidmat negara letak menteri belia sukan terima kasih individu bapa kerjasama sokong jaya program sumber facebook jabat latih khidmat negara,Fake
1,jelas jabat imigresen jelas dakwa bahawa tahan datang asing izin pati operasi ops mega imigresen johor sepertimana hangat kata arah jabat imigresen johor datuk rohaizi bahari imigresen laksana operasi basmi hadir datang asing izin pati negeri johor sentiasa sedia jalan tanggungjawab amanah tangkap negeri babit pati pelbagai warganegara turut usaha nak betul ops mega jalan ogos jalan tugas ops mega dihebahkan rana mula lepas pati tahan individu lindung kena tindak sumber sinar hari,Fake
1,palsu tular medium sosial dakwa bahawa wujud aktiviti bala haram hutan simpan kekal lenggeng raja negeri nafi wujud aktiviti bala haram hutan simpan kekal lenggeng menteri aminuddin harun jabat hutan negeri sembilan siasat dakwa dapat gambar muat milik akaun gambar tuduh tahan apa masalah laku negeri fitnah sumber sinar hari,Fake
1,jelas menteri kesihatan malaysia kkm jelas dakwa bahawa longgok sayur mutu ikut lemah penguatkuasaan import produk makan negara sepertimana hangat kata nyata rasmi ketua arah kesihatan menteri kesihatan malaysia kkm ambil maklum artikel presiden satu guna pulau pinang cap tajuk strategi jamin bekal makan siar september akhbar utu malaysia rujuk lapor akhbar tarikh ogos lapor bimbang longgok sayur mutu ikut lemah penguatkuasaan import produk makan negara kkm bahagian selamat alit makan bertanggungjawab produk makan pasar tempat diimport patuh akta makan atur bawah atur makan tetap kadar maksimum residu racun perosak maximum residue limit mrls komoditi makan sayur buah hasil pantau kkm jun sampel sayur buah ambil pasar tempat pintu masuk negara diimport analis hasil analisis dapat sampel kes kandung residu racun perosak lebih kadar maksimum benar sampel cili segar sampel patuh akta makan tindak penguatkuasaan jalan seksyen akta makan tetap bahawa mana orang sedia jual apa makan apa bahan racun merosakkan selain mudarat kesihatan salah sabit denda lebih rm penjara tempoh lebih dua kkm tingkat pantau sayur cili buah import pintu masuk negara pasar tempat patuh akta makan atur bawah kkm sentiasa peka prihatin perkara ancam kesihatan guna guna sebarang kemusykilan hubung sebarang isu selamat makan guna hubung jabat kesihatan daerah jabat kesihatan negeri dekat laman sawang sumber ketua arah kesihatan,Fake
1,palsu tular medium sosial dakwa konon warga emas temu s subang jaya selangor balai polis subang jaya ketua polis daerah subang jaya asisten komisioner mohammad azlin sadar mesej tular medium eletronik turut berita imej lelaki gambar sebar nali sumber sinar hari,Fake
1,jelas hangat kata medium sosial dakwa bahawa raja keluar lesen eksport lombong bauksit antan pahang timbal menteri jabat perdana menteri fuziah salleh raja keluar lesen eksport ap bauksit had kosong stok simpan elak hakisan tiba musim tengkujuh lombong keluar bahan mineral stok bauksit labuh antan kosong cepat musim tengkujuh biasa november mac pantai timur semenanjung beliau menteri air tanah sumber asli keluar ap bauksit had kosong stok simpan bauksit tuju lombong korek bahan mineral tumpu raja utama pelihara alam penting rakyat raja negeri ambil tindak dapat unsur penyalahgunaan ap sumber berita hari,Fake
1,palsu hangat kata medium sosial dakwa bahawa raja pantau atas terusi talus menteri komunikasi multimedia malaysia kkmm kesah pantau mana talus timbal menteri eddin syazlee shith selaras dasar raja sekutu pimpin pakat harap ph buka banding raja beliau ganggu provasi mana aktif talus perkara ikut landas undang tentang undang sebar fitnah cetus huru-hara menguatkuasakan undang sumber utu sinar hari,Fake
1,palsu tular medium sosial dakwa bahawa air selangor angkara sabotaj menteri tenaga teknologi hijau air nafi kera punca bekal air selangor sebab tindak sabotaj tutup paip utama lapor blog propembangkang ketua setiausahanya datuk seri dr zaini ujang tuduh fitnah percubaan sembunyi ketidakcekapan raja pkr selangor urus air sebab kontroversi ganggu bekal air laku rizab margin simpan air selangor kosong atus faktor dikenalpasti sumbang utama bekal air selangor sumber utu,Fake
1,palsu tular medium sosial dakwa bahawa menteri wang lim guan eng keluar nyata kaum menteri wang lim guan eng posting halaman facebook rasmi beliau kesah bahawa gambar kata tular palsu sumber halaman facebook rasmi menteri wang,Fake
1,palsu tular medium sosial dakwa kirim bahawa lembaga zakat selangor salur bantu wang asnaf fakir miskin ogos zakat selangor nafi nyata sema siasat nama asnaf dapat bantu bulan kredit akaun bank asnaf ogos lepas maklum zakat selangor salur bantu wang bulan asnaf fakir miskin selangor kaedah iaitu kredit akaun bank tunai bantu bulan kredit akaun bank zakat selangor hb-hb serama keluarga asnaf fakir miskin muallaf santun bantu wang bulan rm sumber facebook rasmi lembaga zakat selangor,Fake
1,jelas jabat angkut jalan jpj maklum bahawa guna sistem maklumat pegang lesen pandu peranti elektronik kad kenal mykad ganti guna kad fizikal lesen pandu malaysia lmm terus jabat angkut jalan jpj maklum jpj putus guna sistem maklumat pegang lesen pandu peranti elektronik kad kenal mykad ganti guna kad fizikal lesen pandu malaysia lmm terus baharu lesen pandu mykad september sahaja tiada baharu lepas tarikh sumber facebook jpj,Fake
1,jelas menteri kesihatan malaysia kkm jelas jadi syak racun alkohol kuala lumpur selangor menteri kesihatan malaysia kkm nyata menteri kesihatan malaysia kkm ambil maklum jadi syak racun metanol kuala lumpur negeri selangor petang september kkm terima notifikasi kes racun metanol negeri selangor kes wilayah sekutu kuala lumpur kes orang warganegara malaysia orang warganegara malaysia negara myanmar nepal bangladesh india takat orang tinggal dunia sakit kritikal sakit masuk wad rawat perhati orang sakit benar pulang jalan rawat kes jangka tingkat ramai sakit rawat kes racun metanol semua sejarah ambil minum alkohol jenis bati minum kera compounded hard liquor semua tanda gejala racun metanol sakit perut loya muntah sakit kepala kabur lihat alami sesak nafas kejang dar tanda gejala racun alami lepas tarikh minum minum uji makmal uji darah air kencing ambil sakit hantar makmal forensik hospital sungai buloh dianalisa kkm maklum fasiliti kesihatan kesiapsiagaan rawat kes hadir klinik hospital tanda gejala racun metanol hasil siasat jalan jabat kesihatan wilayah sekutu kuala lumpur jabat kesihatan negeri selangor jabat kesihatan daerah libat dapat semua sakit libat beli minum bati kera premis kuala lumpur selangor sampel minum alkohol ambil siasat kes periksa premis jual hantar makmal kesihatan awam bangsa sungai buloh mkak uji analisa kandung minum kkm nasihat masyarakat jauh ambil sebarang minum alkohol kandung metanol kesihatan tanda gejala sesak nafas sakit perut loya muntah cirit-birit pening sakit kepala teruk kabur lihat kejang akibat maut sumber laman rasmi ketua arah kesihatan malaysia facebook pdrm,Fake
1,palsu tular medium sosial dakwa klip video kanak-kanak dera konon kait kes culi orang anak laku terengganu polis diraja malaysia pdrm terengganu nafi jadi culi orang anak laku negeri terengganu tular medium sosial aplikasi whatsapp kes punca selisih faham suami isteri sebab isterinya bawa orang anak rumah lapor polis suami balai polis chabang video durasi minit kanak-kanak lelaki paksa lelaki percaya warga indonesia panggil ibu polis pandang serius tindak tengah bertanggungjawab tular berita konon video kait kes polis nafi laku kes negeri tiada lapor polis terima takat jadi cubaan culik kanak-kanak polis panggil suami isteri lari orang anak sah bahawa video anak sumber facebook rasmi pdrm terengganu,Fake
1,jelas menteri kesihatan malaysia kkm jelas lapor hubung jadi jarum buah strawberi segar keluar negara australia nyata rasmi kkm langkah jaga kkm bahagian selamat alit makan bkkm kena periksa strawberi segar diimport australia pintu masuk negara samping kuasa australia jamin bahawa berkuatkuasa september produk dieksport australia bebas cemar logam keluar aku permit request for permit rfps pengeksport kkm bekerjasama rapat jabat pesuruhjaya australia malaysia kait isu makan diimport negara patuh akta makan atur bawah tanggungjawab libat pengimport agen jual produk makan diimport jual pasar patuh undang makan seksyen akta makan untuk mana libat mengimport edar simpan jual makan apa bahan racun merosakkan selain mudarat kesihatan salah sabit denda lebih rm penjara tempoh lebih dua kkm sentiasa peka prihatin perkara ancam kesihatan guna sumber laman rasmi ketua arah kesihatan malaysia,Fake
1,palsu sebar luas mesej kitar dakwa konon laku kes curi pakai seragam anggota polis dobi subang jaya isu tular konon laku kes hilang uniform polis diraja malaysia pdrm kedai dobi daerah subang jaya selangor cerita tular tanggung ketua polis daerah subang jaya acp haji mohammad azlin haji sadar sember nafi laku kes umpama sah mesej palsu tiada kes umpama lapor laku daerah subang jaya selangor acp azlin nasihat orang ramai hati sebar maklumat palsu terusi medium sosial sumber facebook rasmi pdrm facebook rasmi polis daerah subang jaya astro awan sinar hari,Fake
1,palsu tular medium sosial klip video lelaki mandi ekor harimau negeri terengganu jabat lindung hidup liar taman negara perhilitan terengganu kesah video lelaki mandi harimau tular laman sosial kelmarin video laku negeri arah rahmah ilias hasil siasat jalan dapat video dasar cakap video lelaki babit cakap dialek terengganu siasat dapat sahaja laku negeri video tular rahmah bela harimau permit khas kelulus menteri air tanah sumber asli permit keluar zoo orang orang bela permit khas siasat ikut akta pemuliharaan hidup liar akta sumber hari metro,Fake
1,palsu tular medium sosial dakwa konon cubaan culi murid perempuan hadap sekolah balok antan tular berita palsu murid perempuan cuba culik hadap sekolah antan polis ambil terang murid perempuan usia dakwa cuba culik lepas tarik lelaki hadap sekolah kanak-kanak polis merakam terang bapa mangsa usia rak bantu siasat bawa lokasi gambar benar jadi takat polis dapat jadi tiada unsur culik percaya tular mangsa aplikasi whatsapp lapor polis orang ramai nasihat tular berita palsu wujud suasana tenteram kalang masyarakat tindak sebar berita palsu kena seksyen akta komunikasi multimedia sumber facebook rasmi pdrm,Fake
1,palsu tular medium sosial dakwa konon lelaki pedofil liar kawasan subang bestari cari mangsa kalang kanak-kanak terusi mesej lelaki dakwa rekod kes pedofil umpan telefon bimbit tuju alih perhati mangsa ketua polis daerah sungai buloh superintendan s somu nafi jadi mesej percaya maklumat palsu tular medium sosial beliau tiada lapor mana hubung perkara takat polis terima sebarang lapor percaya info tular palsu sumber facebook rasmi pdrm,Fake
1,palsu tular medium sosial dakwa bahawa kumpul geng culik kanak-kanak alor tar kedah jabat siasat jenayah d kedah terima maklumat kait geng culik kanak kanak giat aktif kawasan alor tar maklumat gambar butir kumpul lelaki melayu kumpul culik kanak-kanak kawasan alor tar orang ramai henti sebar berita maklumat rana dikhuatiri jejas malu keluarga suspek kes culik sumber facebook rasmi pdrm kedah,Fake
1,palsu tular medium sosial dakwa konon jabat agama islam wilayah sekutu jawi keluar nyata hubung gera membanteras fitnah masjid surau raja mesej bahawa adu lapor panjang jawi emel adu jawi emel orang pegawai jawi jabat agama islam wilayah sekutu jawi nyata palsu nyata jawi harap orang ramai henti sebar mesej nasihat sahih mesej mesej terima utama medium sosial tular elak laku salah faham akibat tular perkara sumber facebook rasmi jawi,Fake
